long_description,severity_code
testcase coming shortly ,2
i tryed to compile firefox aviary branch both and recent source with apple s gcc tree ssa in os x and it failed at the following file http lxr mozilla org aviarybranch source intl locale src mac nscollationmacuc cpp the message i got nscollationmacuc cpp c o nscollationmacuc o c dostype darwin dosarch darwin i dist include xpcom i dist include string i dist include unicharutil i dist include uconv i dist include locale i dist include i volumes fw jaguar temp builds firefox aviary branch mozilla dist include nspr i i usr x r include mdynamic no pic i usr x r include fno rtti fno exceptions wall wconversion wpointer arith wcast align woverloaded virtual wsynth wno ctor dtor privacy wno non virtual dtor wno long long fpascal strings no cpp precomp fno common fshort wchar i developer headers flatcarbon pipe dndebug dtrimmed o i usr x r include dmozilla client include mozilla config h wp md deps nscollationmacuc pp nscollationmacuc cpp nscollationmacuc cpp in destructor nscollationmacuc nscollationmacuc nscollationmacuc cpp warning unused variable err nscollationmacuc cpp in member function virtual nsresult nscollationmacuc comparestring print constnsastring constnsastring print nscollationmacuc cpp error invalid conversion from print to sint nscollationmacuc cpp error initializing argument of osstatus uccomparetext opaquecollatorref const unichar unicharcount const unichar unicharcount boolean sint nscollationmacuc cpp in member function virtual nsresult nscollationmacuc comparerawsortkey const pruint pruint const pruint pruint print nscollationmacuc cpp error invalid conversion from print to sint nscollationmacuc cpp error initializing argument of osstatus uccomparecollationkeys const uccollationvalue itemcount const uccollationvalue itemcount boolean sint make nscollationmacuc o error make waiting for unfinished jobs make libs error make libs error make libs error make tier error make default error make build error i will try it with trunk too but i don t expect a different result with gcc everything works fine ccing the people who last changed the lines in question and still have matches in the database ,4
user agent mozilla x u linux i en us rv gecko build identifier mozilla x u linux i en us rv gecko i cannot open after disabling ipv autoconfig before doing that it didn t work either as ipv was used for this connection and ipv doesn t work here but this also affected lynx reproducible always steps to reproduce from the command line type mozilla http ftp heanet ie pub mozdev googlebar xpi stable xpi actual results i get the following message in the terminal error loading url http ftp heanet ie pub mozdev googlebar xpi stable xpi ns error failure and mozilla doesn t open anything expected results mozilla should open the url the above url can be opened with both lynx and wget from the same machine my kernel is a and i disabled ipv autoconfig by doing echo proc sys net ipv conf eth autoconf,2
bringing up a xul or html dialog which has a button that when clicked displays a javascript alert will lead to a hang when you try doing a window close on the window dialog that was used to launch the alert the alert itself dimisses fine to reproduce bring up resource res samples dexopenchrome xul click on the html dialog button no need to select any checkboxes defaults work fine click on the show alert button at the bottom of the dialog dismiss the alert then click on the ok button in the html dialog to dimiss it but it hangs closing the dialog using the windows close box does work however this is a dogfood blocker ,4
we need a small sql patch to be run on our forumux branch test server http sumo forumux stage mozilla com svn under branches forumux see patch in bug attachment thanks ,1
update firefox central pages with current en reference content on mozilla world org domain ,2
from bugzilla helper user agent mozilla windows u win x en us rv gecko buildid i noticed the labels of the personal toolbar folder go above the window borders for example consider the item webmail that may show on the far right on the window tipical if you set some new items on the left webmail well right part of the webmail string will be over the border of the mozilla window in ascii it s difficult to render this concept hope may be comprensible in case i can send a gif to display it graphically l reproducible always steps to reproduce set some new ptf items on personal toolbar you will notice that the right visible item goes onto the window border till to the right limit of the display monitor,0
user agent mozilla windows u windows nt en us rv gecko firefox build identifier mozilla windows u windows nt en us rv gecko firefox i started using firefox during and was able to login to my information until last week when i received the following msg software and security requirements we re sorry the browser you are currently using does not meet our bit encryption requirement to access aetna navigator your browser must use bit encryption should you need to upgrade your browser the link to netscape provided below is for your use in downloading a bit encryption upgrade aetna is not responsible for and does not endorse the content and browser update process provided by this website what is encryption encryption scrambles data into unintelligible characters based on a secret key encryption increases the level of security for the information you send from your browser over the internet to the aetna navigator site most browsers support a minimum level of bit encryption as well as a stronger bit encryption level the aetna navigator site only supports bit web browser encryption even though we use the more secure bit encryption there is a certain amount of risk involved in any internet communication and aetna cannot guarantee the privacy and confidentiality of information exchanged in this manner understanding this if you would prefer to contact us by phone you can call member services at the number on your id card if you do not have an id card yet please contact your employer group benefits office to obtain the toll free number how can you upgrade your browser to bit encryption the link to netscape provided below can be used to download a bit encryption upgrade netscape communicator link http home netscape com download please note for netscape users aetna navigator is best viewed using netscape version use of netscape version is not recommended as it may result in the inability to access and view some of the features and functions offered on aetna navigator e g access problems with registration inability to access electronic explanation of benefits statement are there any other technical requirements for using aetna navigator your browser must be configured to enable cookies this is the default setting for version or higher browsers if you would like additional information on how we use cookies please refer to our privacy statement your browser must be configured to enable javascript this is the default setting for version or higher browsers your screen resolution should be set to x pixels this is optional but recommended if you require technical assistance please call monday through friday a m to p m eastern time i called customer support and tried to explain that firefox dous support bit encryption i can log into my bank stock broker credit cards and other secure web sites the person i was talking with seemed to think i am lying i left a msg for the superviser no call back yet also posted a msg at www aetna com the page has been removed i suggested that aetna contact mozilla org about this encrytion issue reproducible always steps to reproduce visit web site actual results software and security requirements we re sorry the browser you are currently using does not meet our bit encryption requirement expected results i should have received a login page,2
follow up from bug investigate unconditional removal of disabled state in function changecontextmenufortask aevent in calendar base content calendar task tree js document getelementbyid calendar new todo command removeattribute disabled document getelementbyid calendar new todo todaypane command removeattribute disabled ,1
see upcoming testcase which gives this assertion in current trunk build basically it is these styles rules that cause the assertion html first line html before content this should not give an assertion in mozilla this assertion was added with the fix for bug ,3
user agent mozilla macintosh u intel mac os x en us rv gecko firefox build identifier mozilla macintosh u intel mac os x en us rv gecko firefox fuelievents removelistener removes all listeners for an event for example if i add two different listeners of same event and then try to remove one of them second listener will be removed too reproducible always steps to reproduce i wrote example code var listener handleevent function event application console log event type event data var listener handleevent function event application console log event type event data application prefs events addlistener change listener application prefs setvalue test pref true application prefs events addlistener change listener application prefs setvalue test pref false application prefs events removelistener change listener application prefs setvalue test pref true application prefs events removelistener change listener actual results after running this code i see in console three lines change test pref change test pref change test pref expected results but i expected to see four lines last from listener change test pref change test pref change test pref change test pref i think problem is in filter function in removelistener method this function function hasfilter element return element event aevent in fuelapplication js will be return false for all listeners of aevent ,2
user agent mozilla macintosh u intel mac os x en us rv gecko firefox ubiquity build identifier weave when manually syncing the modal status dialog that popsup can be resized to non proportional dimensions reproducible always steps to reproduce select sync now when the modal status dialog popsup resize the box so that it s extremely narrow actual results the status dialog window can be made smaller than the contents it displays expected results the status dialog should not be able to be resized or if it can be resized it should scale proportionally ,0
the current default setting could cause loss of data because the user could be expecting emails to be left on the server when they install thunderbird then remove the program and lose their emails expected in account settings of a new account in the server settings tab leave messages on server and until i delete them or move them from inbox should be checked actual leave messages on server is unchecked this should be a simple modification of the default preferences js file right ,3
tracking ,1
 mozilla windows u win en us rv gecko seamonkey b nightly w se we don t currently have mozilla fondation tinderboxen so we don t have talkback included builds yet the option is still present in custom installer option and adds a few hundred kilobytes to the count when enabled of course no tb is installed at all ,1
spun off of bug wherein several of us wanted to clone to you know clone a bug rather than dropping you back to the product chooser every time you wanted to clone a bug bugzilla devs indicate that requiring you to choose a product every time you want to clone a bug is the intended behavior from bug comment my definition of clone includes retaining the classification product component and assignee qa the reason i make a clone is so that i don t have to search for the product component assignee qa if i wanted to file a new bug i d have gone off and filed a new bug the cloning we use involves changing basically a flag which basically indicates a different branch steps file a bug in foopy newpie boopy against assi yippie qa darpy with summary peppy and comment hipp hipp horrip click clone expected results bug is prefilled with foopy newpie boopy against assi yippie qa darpy with summary peppy and comment hipp hipp horrip actual results in a heavily customized bugzilla product chooser from bug comment yes i would expect clone to keep the component etc that s the hardest part to fill out my use case was that i needed to file a new bug for a similar task and wasn t sure how to fill it out i found an old one that was correct and hit clone if someone wants to file in a different component i think it s just as trivial to change component as it is to pick one from scratch there are other comments in bug from users of other bugzillas indicating other reasons why having clone clone without requiring a trip to the product chooser is desirable but i ve just copied these two from regular bmo users the good people at eclipse have attached a patch to bug attachment that makes clone behave sanely since there is a patch there filing this bug against bmo to see about taking a local customization to fix cloning ,1
at this point bm vmware and are not responding in the vi along with vms disconnected nagios is reporting all sorts of timeouts for the esx hosts and ping fail for the vms nagios is also reporting that dhcp is down in the build network v boris dhcp bm admin is critical critical no dhcpoffers were received which earns this blocker status ,4
a string change was pushed hours ago and hasn t shown up on preview addons mozilla org is preview updating recompiling po files and restarting apache example https preview addons mozilla org pl firefox addon should have text on it that starts with lorem ipsum,3
user agent mozilla windows u windows nt en us rv a pre gecko minefield a pre net clr build identifier please see bug reproducible always,1
in nscrypto signtext there is the following code if acaoption equalsliteral auto acaoption equalsliteral ask js reporterror cx s s n js error caoption argument must be ask or auto aresult append internalerror return ns ok when we unwind through xpconnect the ns ok return value confuses us into thinking that no error was thrown and execution continues without actually throwing the exception this also botches an assertion in the js engine ,1
there s an attachment is private option but there s no comment is private option meaning there s no way to search for private comments ,2
 js j js for i i i crash tracerecorder record jsop endinit probably a regression from the megapatch on bug this is the most frequent crash that jsfunfuzz hits ,3
when i run the trunk version of ssl sh on windows the first line of output says ulimit ssl sh not found mks on windows doesn t have a ulimit command the problem is the presence of this line in ssl sh ssl ssl sh ulimit n make sure we have enough file descriptors the checkin comment for the commit that added this line says enable shared db tests to pass on solaris we probably should not attempt to run ulimit on windows ,1
from bugzilla helper user agent mozilla windows u windows nt en us rv gecko buildid open a separate bookmark window from bookmarks manage bookmarks and choose some website with its entry in the separate bookmark window now double click i wish it s single click it to open the actual website view it spawns a new navigator window and the site you choosed to see is in it in netscape this doesn t spawn a new navigator window but just overwrite the content of the navigator window which has window focus at that time i m not sure it s a bug or by design but anyway i hope it ll be fixed if it s by design please change the design and make it spawn a new tab in a focused navigator window instead of spawning a new navigator window reproducible always steps to reproduce open a separate bookmark window from bookmarks manage bookmarks choose some website with its entry in the separate bookmark window double click it actual results it spawns a new navigator window for the selected website expected results overwrite the content of the navigator window which has window focus at that time and displays the content of the selected website ,1
the patch i ll attach fixes everything found by find iname html tmpl xargs gmuck mode html nodeprecated nomimetype with one exception the exception is that the edit comment as text doesn t have a rows attribute which is required we set the size using a style attribute mozilla seems to ignore the rows attribute but i need to check if that is guarenteed that page only wokrs in mozilla atm so i m not worried about other browsers the mimetype warnings are all on the fact that we use text javascript instead of application x javascript was this a deliberate decision made for old ie versions or something if not i ll fix those too this is for not although the account email confirm html tmpl part may need to go into since i can imagine browsers having issues with that most of the fixes are obvious adding action attribute to s and alt to and so on those that aren t include global useful links html tmpl gmuck warns about inconcistant quote style so i changed these to use instead of they were because of how we were quoting for tt search form html tmpl gmuck picked up on note the tag is unclosed at the end of this template as not having an action attribute since the opening isn t in this template and only one template uses this particular template i think its a fairly silly comment so i removed it i care because i want gmuck to become part of the tests see bug i thought about reporting this as a gmuck bug but its not since gmuck shouldn t be expected to know about tt s comment scheme ,1
different platforms windowcreator createchromewindow have different ownership models on the returned nsiwebbrowserchrome object in mozilla the nsiwebbrowserchrome object is an nscontenttreeowner an object owned by the nsxulwindow the window is a strong owner so it returns from creation with a refcount of one from the factory one from the strong owner winembed as do all the embedding apps i m pretty sure implements the nsiwebbrowserchrome as a top level window no one owns it it returns from creation with a refcount of from the factory in windowwatcher the two paths merge and the newly created window is either released prematurely or leaked depending on which ownership model windowwatcher assumes what am i supposed to say now that isn t all cursing ,3
on archive mozilla org it seems there are many empty folders this is confusing for someone who wants to find a regression and only opens empty folders examples http archive mozilla org pub mozilla nightly trunk http archive mozilla org pub mozilla nightly trunk http archive mozilla org pub mozilla nightly trunk i would suggest to delete those empty directories get a list of those with find type d empty print and pass to rmdir find out why these empty directories are created and eliminate the cause of that ,1
steps to reproduce in any textarea such as the one on this page type a few words then enter then a few more words place the caret on the first line use ctrl right arrow to move across words after reaching the beginning of the last word on the first line hittingh ctrl right again skips the first word on the second line and places the caret at the beginning of the second word on the second line this should be reproducable on windows and linux with default settings on mac you need to set layout word select eat space to next word to true this is a regression from bug ,1
changing the file path from vid gp to for instance dcim vid gp when calling cameraobj startrecording results in an error callback ,3
i did some perf testing and getattribute hidden true is slower than hidden while removeattribute hidden is slower than hidden false also i spotted that collapseitem is the same as collapsed and isn t used anyway ,0
 trunk build today s gre based mfcembed app pulled from ftp ftp mozilla org pub mozilla nightly trunk fails with the following errors if yesterday s mfcembed trunk build is already installed trunk after installing mfcembed and running runapp bat a gpf is generated in xpcom eventreceiver if yesterday s mfcembed build is wiped from the system and today s is then installed running runapp bat returns without starting the application and without any error warning indication yesterday s mfcembed works with the gre from yesterday and today today s mfcembed does not ,4
you can only have an id once this is caused by the id being in the wrapper and in faq tpl,1
created attachment v reduce array size two issues to address instead of entry to close the array use ns array length fix size of array prunichar a sizeof prunichar allocates twice than what is needed total savings k code text segment,1
i led crowder astray in how to keep traps from being serialized and missed a flow control error to boot brendan s righteous grumpiness can be seen in https bugzilla mozilla org show bug cgi id c and subsequent assigning to him because he has a patch not because he s responsible for cleaning up after me and crowder ,2
i was staring at the bug counts for the thunderbird product in the edit thunderbird page and there was this button labeled update so since i wanted to see the current bug couunt i clicked it expected results as expected by sleepy admin update the page info based on the current data especially the bug count actual results as written by a non sleepy developer updated thunderbird go back to edit some other product no way for me to go back and edit the product i changed to get current numbers if people sympathize with this sleepy developer then we can make any of the following changes a update would redisplay the current product b update would commit changes and then redisplay the current product c update is renamed to something else that isn t ambiguous to the sleep deprived d the update d page would have a link to edit the updated product and the severity would be changed to enhancement ,1
user agent mozilla x u linux i en us rv b gecko mozilla firebird build identifier mozilla x u linux i en us rv b gecko mozilla firebird i ve been trying to compile static mozfirebird cvs on redhat this way create mozconfig export cvsroot pserver anonymous cvs mirror mozilla org cvsroot cvs co mozilla client mk cd mozilla make f client mk checkout make f client mk build my mozconfig export moz phoenix mk add options moz phoenix ac add options enable static ac add options disable shared ac add options prefix opt mozillafirebird ac add options enable crypto ac add options disable tests ac add options disable debug ac add options disable mailnews ac add options disable composer ac add options disable ldap ac add options enable optimize os march k pipe fomit frame pointer ac add options enable default toolkit gtk ac add options enable extensions default inspector irc venkman content packs help ac add options enable plaintext editor only ac add options enable strip ac add options enable strip libs ac add options enable xft ac add options with system zlib ac add options with system jpeg ac add options with system png i ve got this error c o mozillafirebird bin os march k pipe fomit frame pointer i usr x r include fno rtti fno exceptions wall wconversion wpointer arith wcast align woverloaded virtual wsynth wno ctor dtor privacy pedantic wno long long fshort wchar pthread pipe dndebug dtrimmed os march k pipe fomit frame pointer nsbrowserapp o nsstaticcomponents o l dist bin l dist lib l dist lib components lxpcom compat c lxpconnect luconv lucvmath li n loji lipcdc lnecko lnecko lpref lcaps lrdf lhtmlpars lgfxps lgfxxprint lgfx gtk limglib lgkplugin ljsdom lwidget gtk lxremote client lgklayout lmork ldocshell lprofile lnsprefm lembedcomponents lwebbrwsr leditor ltxmgr lnsappshell lchrome laccessibility lfileview lmozfind lxremoteservice lappcomps ltoolkitcomps lcookie lwallet lwalletviewers lxmlextras lp p lautoconfig lsystem pref ltransformiix luniversalchardet ltypeaheadfind lwebsrvcs lpipboot lpipnss lpippki lbrowsercomps lunicharutil s lucvutil s ljsj lgtkxtbin lgfxshared s lgfxft s lxlibrgb lxprintutil lgkgfx lxulapp s dist lib libxulapp s a l dist bin lmozjs l dist bin lxpcom l home acrozy mozilla dist lib lplds lplc lnspr lpthread ldl wl export dynamic lgtk x lgdk x latk lgdk pixbuf lm lpangoxft lpangox lpango lgobject lgmodule ldl lglib ldl lm l dist lib components lpng ljpeg lz l dist bin l dist lib dist lib libcrmf a lsmime lssl lnss lsoftokn l usr x r lib lxt l usr x r lib lxp lxext lx l dist lib lxpcom compat nsstaticcomponents o text x d in function nssystemprefmodule nsgetmodule undefined reference to nssystemprefmodule gmoduleinfo with enable static and disable shared removed i successfully finish compiling reproducible always steps to reproduce ,3
user agent mozilla windows u windows nt fi rv gecko firefox build identifier mozilla windows u windows nt fi rv gecko firefox when a path is used to create its segments and they are inserted into it the xml representation is correct as per firebug but the pathseglist getitem pathsegtypeasletter returns wrong values for svgpathsegcurvetoquadraticabs ses and svgpathsegcurvetocubicsmoothabs ses return wrong letters reproducible always steps to reproduce have any page open even a simple like letters fail sorry this isn t one of those visually impressive problems will suffice execute the following code var svgns http www w org svg var path document createelementns svgnspath var sseg path createsvgpathsegcurvetocubicsmoothabs path pathseglist appenditem sseg var path document createelementns svgnspath sseg path createsvgpathsegcurvetoquadraticabs path pathseglist appenditem sseg alert should be s path pathseglist getitem pathsegtypeasletter alert should be q path pathseglist getitem pathsegtypeasletter the alerts should state the problem for google chrome and opera show the correct ones so i m pretty sure i m not the one who s mixed up the letters actual results well the given letters are not the same as they are in the dom s view of the xml seen from firebug and the specification this is shown by the alert boxes expected results the svgpathsegcurvetoquadraticabs should have q as its pathsegtypeasletter and the svgpathsegcurvetocubicsmoothabs s ,1
user agent mozilla windows u windows nt en gb rv gecko firefox build identifier version problem started several months ago formerly no problem attempting to open pdf attachment shows download error can t open etc change association in preferences but that reads ok pdfs action open with adobe reader so no reason why it doesn t do so always have to save attachment to desktop then open with adobe reader with no problem reproducible always steps to reproduce ,2
caminotrunk builds stopped getting talkback included in early august due to a build error cmtrunk on is good cmtrunk on is bad tinderbox logs for minefield s mac build machines disappear before that point but so far i ve gone back via builds to and not found talkback the talkback mozilla org extension folder gets created but the actual binary is missing i ll attach a snippet of today s cmtrunk log with the build errors just for easy reference ,2
bug made pretty drastic changes to the behavior of part of nsieditor but didn t document the new behavior nor rev the iid we need to do both but especially the latter ,3
user agent mozilla windows u windows nt de de rv gecko firefox build identifier bugzilla this is a follow up bug of bug reproducible always steps to reproduce ,1
recently the ignored file was updated with a new entry some stack our scripts both the old and the new treat as match all the rest rather than match any number of stacks updating our scripts to the new semantic may be a good idea but until then we should remove this entry in the ignore file which will match any stack currently bob,4
see upcoming testcase which crashes current trunk mozilla builds it doesn t crash firefox builds so seems like a regression the testcase consists of this talkback id tb w nscomboboxcontrolframe reflow,3
user agent mozilla windows u windows nt rv gecko firefox build identifier mozilla windows u windows nt rv gecko firefox the win installer build gives a version number of reproducible always steps to reproduce run installer on in blank directory space install normally actual results theme with min version set at will not be used wrong version useragent version number is expected results version the theme should install workaround delete installed directory unpacked a zipped build and rename to mozillafirefox ,2
in some digging around trying to fix a couple other bugs this evening i noticed browserwrapper has two redundant methods for getting the current uri getcurrenturi and location both return exactly the same thing mbrowserview currenturi we should probably fix the code to use one method or the other and remove the redundant method it s not hurting anything but it s not making my job any easier either ,1
user agent mozilla x u linux x en us rv gecko firefox build identifier firefox jemalloc c elif defined gnu c crashes the build process maybe a missing parenthesis reproducible always steps to reproduce ,4
regression between a and a http bonsai mozilla org cvsquery cgi module phoenixtinderbox date explicit mindate a maxdate a it makes a new profile with a few files appears for a second in the task manager then it kills itself ,4
created attachment testcase see steps in comment steps to reproduce load the testcase click the home button click the back button result nothing happens when i click the back button even if i click it multiple times the testcase comes from bug i m testing with a mac trunk debug build i don t see any assertions or javascript errors related to this bug ,2
with ctl enable build caret does not move to next prev line on text area e g mail composer ,3
please disable the shared username password on http mozillaservice stage mozilla com please re enable after hours this is to allow testing of the facebook connect app thanks ,1
please execute insert into branches product version branch values firefox insert into branches product version branch values firefox this will add and into the search form ,2
pki hack c line warning implicit function declaration nssrwlock lockwrite pki hack c line warning implicit function declaration nssrwlock unlockwrite pki hack c line warning implicit function declaration nssrwlock lockread pki hack c line warning implicit function declaration nssrwlock unlockread the fix is to include nssrwlk h and already checked in on the tip ,0
user agent mozilla windows u windows nt en us rv gecko build identifier mozilla windows u windows nt en us rv gecko irc mozilla org is rejecting additional connections from h bluemartini com we have a number of people here about ten or fifteen who use the mozilla org servers and all of us are translated to that single external address please raise the limit of concurrent connections per ip address to allow for heavily natted organizations thanks reproducible always steps to reproduce operate nat infrastructure on company site create multiple concurrent connections to irc mozilla org view error message below actual results connecting to port of server irc mozilla org looking up your hostname checking ident no ident response found your hostname pass not enough parameters closing link h bluemartini com no more connections allowed on that ip disconnected from irc mozilla org ,2
user agent mozilla x u linux i en us rv gecko firefox rc build identifier mozilla x u linux i en us rv gecko firefox rc when you go to the above webpage you need to respond the alert before seeing the contents of the textarea showing that the textarea isn t filled until after window onload in ie the textarea is filled before window onload reproducible always steps to reproduce go to page notice the lack of text in the textarea when the alert pops up actual results there is no text in the textarea expected results there should have been text in the textarea ,1
right now aria controls with aria checked mixed get state checked set this was uncovered in fix for bug through the change in nsaccessible getactionname where uncheck would be exposed on something that was only aria checked mixed ,2
a bunch of code leaks mork rows i noticed one of the sites with the following steps load firefox type in search bar hit enter exit and the rest by inspection ,2
created attachment demonstration of the problem when a menu item s direction is changed ltr rtl or vice versa the menu item s layout does not change i e the menu left element still remains laid out on the left instead of moving to the right if a menu has not been opened prior to the direction change there is no problem this is only a problem if the menu item has already been laid out prior to the change in some cases such as the opening of a submenu the layout gets updated and the problem corrects itself for that particular item ,1
steps go to http www mozilla org access qa jstest html select word start or word end click on some words and check the results the boundaries are not correctly computed,2
nssvgutils coordtofloat uses a short lived heap allocated nssvglength to do a calculation this can be replaced with a stack allocated nssvglength to get the same effect ,0
isinclassification isn t used at all ,0
there have been more oranges than usual on mac boxes today including http tinderbox mozilla org showlog cgi log firefox gz fulltext and http tinderbox mozilla org showlog cgi log firefox gz fulltext both of which have an update failed message within them but no error auto parsed out possibly related is a mac unit test box failure http tinderbox mozilla org showlog cgi log firefox gz fulltext which reports abort error temporary failure in name resolution abort error temporary failure in name resolution haven t seen this on yet ,2
apprunner crashes on startup in an optimized build disable debug enable optimize on solaris native with a morning cvs pull the same source tree built in normal debug mode runs fine the crash happens quite early dbx run running apprunner process id warning mozilla five home not set reading symbolic information for libjsloader so reading symbolic information for libxpconnect so t l signal segv no mapping at the fault address in prepareanddispatch at xff ce xff ce prepareanddispatch x c ld i l current function is pl hashtableenumerateentries rv f he n arg dbx where current thread t prepareanddispatch x x xffbef a x c d xb xfeccf at xff ce xff x x xffbef a x c d xfed xff f at xff mozjscomponentloader autoregistercomponent x x x xffbef bc xfed x f at xfed e c mozjscomponentloader registercomponentsindir x f x x c xfed x x at xfed c autoregister enumerate x c x f xffbef ec xff eeb xff dc d x a at xff eeb hashenumerate x x xffbef xff dd c xff dc d x a at xff c a pl hashtableenumerateentries ht x f xff c hashenumerate arg xffbef line in plhash c nshashtable enumerate x xff eeb xffbef ec x a xff aec x at xff c nscomponentmanagerimpl autoregister x c x x xff aec x x a at xff ef c nscomponentmanager autoregister x x x a c x b x x at xff f b ns setupregistry x xff bb x b x c xfee ac x f at x c main x xffbef c x xfee be x x a at x e c main x xffbef c x x x x at x c dbx p f f xff c hashenumerate dbx p he he next nil keyhash u key x c value x f dbx p n n dbx p arg arg xffbef ,3
it s failing to build with the following errors checking host system type mkdir cannot create directory tmp cg read only file system mkdir cannot create directory tmp cg read only file system config guess cannot create a temporary directory in tmp configure error can not guess host type you must specify one,3
if the presshell s init fails after it sets mstyleset it will delete the style set and so will the document viewer we really need to clean up this code ,3
 with no attributes triggers assertion getelementbyid fix caller bug covers turning this assertion into some kind of warning but i don t think the warning there would be appropriate for just having a with no attributes ,1
reported by juanpablo on the mailing list i clone vcs clone ssh hg bitbucket org my repository and in other pc clone make changes commit and push hg commit m new changes hg push ok now if try update in bespin vcs update get this output vcs update output hg fetch invalid arguments hg fetch source pull changes from a remote rep note from kevin i can reproduce this on bespin mozilla com i don t know for sure what is being passed to hg fetch but it looks like it should be working ,2
user agent mozilla windows u windows nt en us rv b gecko firefox build identifier mozilla windows u windows nt en us rv a gecko thunderbird a id when or more account is exist on imap server and do get all new messages then the dialog connection to time out appear many times i show time problem with trunk and branch but do not show it with reproducible always steps to reproduce make or more account on imap server add the accounts to the thunderbird do get all new messages actual results the dialog connection to time out appear many times expected results no dialog i use the classic hamster build as imap server on local host it happen with dual core athlon x and it don t happen with single core peniii mhz ,2
 ,0
from bugzilla helper user agent mozilla x u linux mdk i en us rv gecko buildid mozilla does not save the respond to a posted form correctly instead of saving the posted reply it saves the form reproducible always steps to reproduce go to the referenced form type in a url in the big text box say http www mozilla org push dumplinks the form correct displays the page source now try saving the output you get the form itself and not the response actual results you get the form output expected results you should get the dumped page you do get that in netscape,3
 ,0
created attachment patch this code is generating warnings about assignments to undeclared variables ,1
mozilla x u linux i en us rv pre gecko bonecho pre build id crashed twice at startup before i succeeded to launch this build when i try to get a talkback crash id by clicking incidents send unsent incident s i get an error popup network error receive failed ok cancel ifconfig shows that my dsl line is connected i use no proxy or firewall ,2
the html sanitizer does not properly handle the contents of attribute values this makes it possible to trick it to show remote images despite that i configured the html sanitizer to ignore the src attribute of img elements steps to reproduce send the testcase to yourself e g by making a manual connection to an smtp server with telnet the html sanitizer appears not to work with messages opened with thunderbird s file open saved message choose view message body as original html choose view message body as simple html actual results some text and an image that was not visible in the original html view is displayed the image is loaded from a remote server expected results the simple html view should be the same as the original html view except that the alt text of the should be displayed instead of the image itself the alt text should be interpreted as plain text not html this happens both when the mailnews display html sanitizer allowed tags pref is not set and when the value contains img alttitlelongdescwidthheight i e src is omitted i see this using thunderbird on both winxp and linux ,3
 ,3
to reproduce load url or xhtml page in test case into reduced size browser window note menu using style position fixed in top right hand corner scroll down menu disappears it should remain fixed to viewport move mouse over area where menu was hovers are still active scroll up menu splatters over scrolled area now load html test case page behaves correctly this bug seems dependent on the mime type for served pages the mime header for the quoted url is content type application xhtml xml charset iso wheras a very similar menu on the page http www w org style examples menus html served as content type text html charset iso behaves normally for local pages the bug seems dependent on the file extension the bug is seen on pages with the extension xhtml but the same page which in the test case is a valid xhtml document with the extension html is rendered correctly this bug is not seen with mozilla or derivatives such as firefox it is seen under a with and without the bug patch with later builds either a or the latest nightly i ll confirm later the bug is still present when the page loads but changing the window size fixes it temporarily ,2
the download more dictionaries link outline is drawn over its whole line screenshot coming ,0
const crashes both opt and debug js shell on tm without j at findpropertyvalue probably because pn in pn pn type is null so it s probably a null dereference js const program received signal exc bad access could not access memory reason kern protection failure at address x x daab in findpropertyvalue pn x pnid x b data xbffff bc at jsparse cpp if pn pn type tok rc gdb bt x daab in findpropertyvalue pn x pnid x b data xbffff bc at jsparse cpp x db in undominateinitializers left x af right x at jsparse cpp x ea in variables cx x bc ts xbffff c tc xbffff inlethead false at jsparse cpp x e ab in statement cx x bc ts xbffff c tc xbffff at jsparse cpp x e in statements cx x bc ts xbffff c tc xbffff at jsparse cpp x ec in jscompiler parse this xbffff ec chain x c at jsparse cpp x in js bufferiscompilableunit cx x bc obj x c bytes x d const length at jsapi cpp x c in process cx x bc obj x c filename x forcetty at shell js cpp x a in processargs cx x bc obj x c argv xbffff argc at shell js cpp x b ac in main argc argv xbffff envp xbffff c at shell js cpp gdb frame x daab in findpropertyvalue pn x pnid x b data xbffff bc at jsparse cpp if pn pn type tok rc gdb l js dhashtableoperate return js dhash entry is busy if pn is not an object initialiser node we can t do anything here if pn pn type tok rc return null we must search all the way through pn s list to handle the case of an gdb p pn jsparsenode x gdb ,3
the bayesian filter tokenizer currently sees headers that are set by mailnews itself such as the keywords header this causes some strange feedback effects particularly in the case of applying soft tags since the existance of the keyword itself is obviously a very strong indicator for soft tagging with that header then whether the header is present or not has a strong effect on the calculated trait match percent this causes after the fact trait bayesian percentage calculations to differ dramatically in some cases from the cases where the filter is applied during normal message reciept which is very confusing it is actually worse than that the most common time when you train with a keyword applied is when you are correcting a false positive in that case the presence of the keyword in the message is an anti indicator of the need for the keyword this causes an oscillation in values as the keyword is removed if present or placed if absent on subsequent after the fact calculations i need to decide whether to hard wire the tokenizer to ignore headers set by mailnews itself or implement some sort of interface to allow extensions to manipulate the tokenizer ,1
 mozilla windows u win en us rv a gecko w se warning function onok does not always return a value source file chrome messenger content am identity edit js line source code ,1
created attachment ca mail corrections a few corrections some accesskeys and typos ,1
the templatised show bug cgi causes a syntax error in ie due to quoting in template default show show bug html tmpl line onchange if this value bug assigned to email onchange if this value bug assigned to email ,2
